first_name;last_name;date_of_birth;year_of_birth;street_address;email;gender;region;campus;entry_level;year_of_entry;year_of_exit;study_lenght;level_of_exit;still_student;level;contratPro;speciality;compta_paymentType;compta_paid;compta_paymentDue;compta_relance
Donna;Lynas;22/01/1980;1980;2 Lien Parkway;donnalynas@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;1998;2004;6;M.ENG 2;false;;false;;Comptant;true;0;
Arlan;Foucar;25/02/1977;1977;1 Veith Alley;arlanfoucar@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;false;Systemes Reseaux et securité;Comptant;true;0;
Ricoriki;Nare;01/03/1992;1992;73 Roth Crossing;ricorikinare@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2010;2012;2;B.ENG 2;false;;false;;Comptant;true;0;
Yoshiko;Goodee;29/05/1981;1981;689 Karstens Parkway;yoshikogoodee@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Comptant;true;0;
Orsa;Crockford;08/04/1982;1982;1 Golf Park;orsacrockford@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Comptant;true;0;
Kim;Roome;29/09/1976;1976;68153 Forest Run Street;kimroome@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;1994;1995;1;B.ENG 1;false;;false;;Comptant;true;0;
Wit;Keelin;12/01/1978;1978;247 Green Ridge Alley;witkeelin@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2013;2014;1;B.ENG 1;false;;false;;Comptant;true;0;
Nadine;Kelcey;23/03/1994;1994;65102 Vidon Park;nadinekelcey@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2010;2013;3;B.ENG 3;false;;false;;Comptant;true;0;
Ebba;Zimmerman;26/09/2002;2002;29910 Express Road;ebbazimmerman@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Echelonnement;false;7076;true
Scarlet;Filpi;22/07/1986;1986;14273 Burrows Hill;scarletfilpi@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 2;2007;2011;4;M.ENG 2;false;;false;;Echelonnement;true;0;
Dirk;Reddish;21/02/1981;1981;737 Homewood Way;dirkreddish@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2013;2017;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Tanner;Rusbridge;03/02/1994;1994;5 Almo Center;tannerrusbridge@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Noel;Glascott;08/05/1985;1985;6030 Milwaukee Trail;noelglascott@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2001;2005;4;M.ENG 1;false;;false;;Comptant;true;0;
Samaria;Paumier;10/01/1976;1976;1620 Harbort Hill;samariapaumier@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;1999;2001;2;B.ENG 2;false;;false;;Comptant;true;0;
Beilul;Andreutti;03/03/2002;2002;32085 Loftsgordon Center;beilulandreutti@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Echelonnement;false;1931;false
Cara;Godmer;22/04/1985;1985;9598 Morrow Circle;caragodmer@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 2;2015;2020;5;M.ENG 2;false;;false;;Comptant;true;0;
Vaughan;Bucktrout;10/02/2001;2001;585 Florence Plaza;vaughanbucktrout@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2019;2020;1;B.ENG 1;false;;false;;Comptant;true;0;
Jarib;Treleven;25/03/1978;1978;443 Novick Circle;jaribtreleven@supinfo.com;Female;Grand Est;Distanciel;B.ENG 3;2006;2012;6;M.ENG 2;false;;false;;Comptant;true;0;
Rem;Joyce;19/10/1994;1994;7976 Rockefeller Hill;remjoyce@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2012;2014;2;B.ENG 2;false;;false;;Comptant;true;0;
Agatha;Askin;05/01/1980;1980;1 Marcy Crossing;agathaaskin@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;1997;1999;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Winonah;Gadsden;17/05/2001;2001;48 Melody Junction;winonahgadsden@supinfo.com;Female;Normandie;Caen;B.ENG 1;2017;;5;;true;M.ENG 2;true;Data Engineering;OPCA;true;0;
Birch;Stollsteimer;16/05/1988;1988;06 Mockingbird Center;birchstollsteimer@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Comptant;true;0;
Quintilla;Brantl;02/01/1985;1985;752 Macpherson Lane;quintillabrantl@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Antons;Hubner;12/11/1992;1992;62180 Kropf Lane;antonshubner@supinfo.com;Female;Centre-Val de Loire;Distanciel;M.ENG 1;2016;2017;1;M.ENG 1;false;;false;;Echelonnement;true;0;
Charin;Splevins;12/09/1987;1987;8 Sutteridge Park;charinsplevins@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Gustave;Easum;25/02/1995;1995;722 Elmside Way;gustaveeasum@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2011;2012;1;B.ENG 1;false;;false;;Comptant;true;0;
Trixy;Abbys;05/02/1980;1980;1 Granby Junction;trixyabbys@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2019;2020;1;B.ENG 1;false;;false;;Comptant;true;0;
Tedman;Norcock;08/03/1983;1983;0 Becker Avenue;tedmannorcock@supinfo.com;Male;Occitanie;Distanciel;M.ENG 1;2011;2012;1;M.ENG 1;false;;false;;Comptant;true;0;
Trenton;Wadge;08/10/1992;1992;64 Carey Park;trentonwadge@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2010;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Thor;Blackah;21/12/1983;1983;8 Graceland Crossing;thorblackah@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Lara;McFater;08/08/1976;1976;1 Elka Junction;laramcfater@supinfo.com;Female;Normandie;Distanciel;M.ENG 1;2002;2008;6;M.ENG 2;false;;false;;Comptant;true;0;
Cointon;Gedling;11/02/1983;1983;53 Corry Place;cointongedling@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2004;2009;5;M.ENG 2;false;;false;;Comptant;true;0;
Neale;Erangy;21/02/1991;1991;5026 Towne Lane;nealeerangy@supinfo.com;Male;Normandie;Caen;B.ENG 1;2016;2018;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Etheline;Origan;17/06/2001;2001;5 Larry Plaza;ethelineorigan@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;false;Systemes Reseaux et securité;Comptant;true;0;
Lynett;Danielli;09/08/1995;1995;162 Oxford Drive;lynettdanielli@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2011;2014;3;B.ENG 3;false;;false;;Comptant;true;0;
Moselle;Bellany;01/09/1982;1982;480 Butterfield Street;mosellebellany@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2005;2008;3;B.ENG 3;false;;false;;Comptant;true;0;
Courtnay;Cromack;25/03/1981;1981;8039 Debra Crossing;courtnaycromack@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 3;2008;2010;2;M.ENG 1;false;;false;;Echelonnement;true;0;
Patrizio;McGhie;28/08/1990;1990;6 High Crossing Alley;patriziomcghie@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Estele;McKinie;11/08/1991;1991;468 Summit Point;estelemckinie@supinfo.com;Female;Normandie;Caen;B.ENG 3;2009;2013;4;M.ENG 2;false;;false;;Comptant;true;0;
Fawnia;McDade;11/11/1998;1998;4 Esker Trail;fawniamcdade@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Maddy;Sweating;25/03/2002;2002;27438 Meadow Valley Park;maddysweating@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2018;;4;;true;M.ENG 1;true;Data Engineering;OPCA;true;0;
Genvieve;Sidnell;18/05/2000;2000;38 Mesta Pass;genvievesidnell@supinfo.com;Female;Occitanie;Distanciel;B.ENG 1;2016;2019;3;B.ENG 3;false;;false;;Comptant;true;0;
Claresta;Partener;21/09/1990;1990;76080 Morningstar Terrace;clarestapartener@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2006;2009;3;B.ENG 3;false;;false;;Comptant;true;0;
Clim;Grinyov;28/09/1998;1998;8575 Rockefeller Court;climgrinyov@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2014;2015;1;B.ENG 1;false;;false;;Comptant;true;0;
Karlis;Rigglesford;21/04/2000;2000;32277 Anthes Park;karlisrigglesford@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;false;Intelligence Artificielle;Comptant;true;0;
Benyamin;Newarte;04/12/1982;1982;8266 Mifflin Point;benyaminnewarte@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2016;;6;;true;M.ENG 2;false;Data Engineering;Echelonnement;false;2960;false
Catherine;Gilcriest;07/06/2002;2002;526 Westridge Drive;catherinegilcriest@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 1;false;;Comptant;true;0;
Mac;Cushelly;14/03/1977;1977;83 Morningstar Road;maccushelly@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;1993;1999;6;M.ENG 2;false;;false;;Comptant;true;0;
Elsi;Siddons;19/08/1981;1981;88590 Sullivan Center;elsisiddons@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2007;2013;6;M.ENG 2;false;;false;;Comptant;true;0;
Dorolice;Creagh;11/11/2002;2002;77 Buell Park;dorolicecreagh@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Lindi;Deviney;09/03/1993;1993;8 Russell Hill;lindideviney@supinfo.com;Female;Normandie;Caen;B.ENG 1;2009;2012;3;B.ENG 3;false;;false;;Comptant;true;0;
Fayre;Mibourne;23/10/1983;1983;320 Bayside Alley;fayremibourne@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2013;2017;4;M.ENG 1;false;;false;;Comptant;true;0;
Sauncho;Alenikov;30/05/1980;1980;9 Service Park;saunchoalenikov@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2000;2005;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Glyn;Ciccotto;02/11/1979;1979;1621 Scofield Way;glynciccotto@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2009;2012;3;B.ENG 3;false;;false;;Comptant;true;0;
Augustine;Januszewicz;13/01/1982;1982;1581 Montana Point;augustinejanuszewicz@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2017;2019;2;M.ENG 2;false;;false;;Echelonnement;true;0;
Theodor;Reyson;03/01/1997;1997;47178 Sunnyside Avenue;theodorreyson@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2013;2014;1;B.ENG 1;false;;false;;Comptant;true;0;
Mandie;Goncaves;08/06/1983;1983;02030 American Crossing;mandiegoncaves@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2005;2007;2;B.ENG 2;false;;false;;Comptant;true;0;
Field;Hullot;21/02/1977;1977;13 Sage Junction;fieldhullot@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2001;2004;3;B.ENG 3;false;;false;;Comptant;true;0;
Sabrina;Featherstonhaugh;05/10/1989;1989;807 Fairview Avenue;sabrinafeatherstonhaugh@supinfo.com;Female;Normandie;Caen;B.ENG 1;2019;;3;;true;B.ENG 3;true;;OPCA;true;0;
Ham;Mirfin;14/06/1989;1989;34855 Moose Way;hammirfin@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2013;2015;2;B.ENG 2;false;;false;;Comptant;true;0;
Carroll;Shimmin;30/11/1980;1980;8122 Elka Trail;carrollshimmin@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 3;2015;;7;;true;;false;;Echelonnement;false;2735;false
Rockie;Dillingstone;13/02/1988;1988;130 Kensington Terrace;rockiedillingstone@supinfo.com;Female;Normandie;Caen;B.ENG 1;2014;2020;6;M.ENG 2;false;;false;;Comptant;true;0;
Natividad;Cutler;13/07/1996;1996;436 Fordem Crossing;natividadcutler@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2012;2013;1;B.ENG 1;false;;false;;Comptant;true;0;
Bartolemo;Andriesse;26/12/1978;1978;796 Bluestem Park;bartolemoandriesse@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;1994;1998;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Anestassia;Mendel;06/09/1976;1976;00530 Pleasure Place;anestassiamendel@supinfo.com;Female;Hauts-de-France;Distanciel;M.ENG 1;2007;2008;1;M.ENG 1;false;;false;;Echelonnement;true;0;
Ingaborg;Borton;16/07/1977;1977;15 Hanson Place;ingaborgborton@supinfo.com;Female;Normandie;Caen;B.ENG 1;1998;2003;5;M.ENG 2;false;;false;;Comptant;true;0;
Kearney;Senett;20/09/1989;1989;7562 Monica Plaza;kearneysenett@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2005;2010;5;M.ENG 2;false;;false;;Comptant;true;0;
Cooper;Colaton;27/07/1993;1993;0966 Dapin Court;coopercolaton@supinfo.com;Male;Normandie;Caen;B.ENG 1;2010;2014;4;M.ENG 1;false;;false;;Comptant;true;0;
Clarence;Woodrough;13/05/1982;1982;56 Macpherson Street;clarencewoodrough@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2001;2004;3;B.ENG 2;false;;false;;Comptant;true;0;
Hilario;Hawtrey;26/09/1984;1984;3 Summit Way;hilariohawtrey@supinfo.com;Female;Normandie;Caen;B.ENG 1;2002;2004;2;B.ENG 2;false;;false;;Comptant;true;0;
Ellwood;List;01/10/1999;1999;46 Dottie Drive;ellwoodlist@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2016;2018;2;B.ENG 2;false;;false;;Comptant;true;0;
Vivi;Lambell;08/01/1992;1992;4 Badeau Point;vivilambell@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Shirley;Arman;23/02/1999;1999;158 Pine View Place;shirleyarman@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2020;;2;;true;B.ENG 2;false;;Comptant;true;0;
Tildie;Seide;24/08/1996;1996;52705 Anzinger Center;tildieseide@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2012;2013;1;B.ENG 1;false;;false;;Comptant;true;0;
Nannie;William;12/08/1995;1995;0256 Clyde Gallagher Avenue;nanniewilliam@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Berty;Tender;21/02/1983;1983;13 Butterfield Drive;bertytender@supinfo.com;Female;Centre-Val de Loire;Tours;M.ENG 1;2011;2014;3;M.ENG 2;false;;false;;Comptant;true;0;
Korey;Nalder;30/07/1979;1979;89 Almo Hill;koreynalder@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 3;2002;2007;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Arlana;Starking;15/01/1987;1987;859 Kensington Junction;arlanastarking@supinfo.com;Female;Normandie;Distanciel;B.ENG 1;2005;2010;5;M.ENG 2;false;;false;;Comptant;true;0;
Ruperta;Hawsby;14/07/1996;1996;7458 Susan Hill;rupertahawsby@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2013;2017;4;M.ENG 1;false;;false;;Comptant;true;0;
Adrien;Simcoe;02/05/1982;1982;924 Packers Road;adriensimcoe@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 2;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Marylynne;Byford;15/09/1984;1984;667 Pleasure Trail;marylynnebyford@supinfo.com;Female;Normandie;Caen;B.ENG 1;2004;2007;3;B.ENG 3;false;;false;;Comptant;true;0;
Luelle;McFie;21/09/1990;1990;6 Springview Court;luellemcfie@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2011;2017;6;M.ENG 2;false;;false;;Comptant;true;0;
Edita;Coundley;28/12/1996;1996;88843 Namekagon Trail;editacoundley@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2013;2018;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Jehanna;Umpleby;19/02/1992;1992;96 Norway Maple Court;jehannaumpleby@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2009;2013;4;M.ENG 1;false;;false;;Comptant;true;0;
Beryle;Huckle;02/08/1977;1977;60519 Dahle Junction;berylehuckle@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;1997;1999;2;B.ENG 2;false;;false;;Comptant;true;0;
Natale;Scandrett;12/01/1998;1998;210 Loftsgordon Hill;natalescandrett@supinfo.com;Male;Normandie;Caen;B.ENG 1;2015;2017;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Raphael;Hook;10/04/1991;1991;455 Anniversary Court;raphaelhook@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2013;4;M.ENG 1;false;;false;;Echelonnement;true;0;
Roy;Soar;10/09/1986;1986;92 Muir Parkway;roysoar@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2002;2004;2;B.ENG 1;false;;false;;Echelonnement;true;0;
Yvon;Glassman;31/03/1992;1992;182 Oakridge Street;yvonglassman@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2008;2013;5;M.ENG 2;false;;false;;Comptant;true;0;
Cam;Akram;24/06/1992;1992;501 Crescent Oaks Place;camakram@supinfo.com;Female;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Dru;Chiommienti;26/11/2000;2000;8184 Carberry Court;druchiommienti@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2017;2019;2;B.ENG 2;false;;false;;Comptant;true;0;
Evangelin;Agron;05/04/1995;1995;81 Fairview Parkway;evangelinagron@supinfo.com;Female;Centre-Val de Loire;Tours;B.ENG 1;2012;2017;5;M.ENG 2;false;;false;;Comptant;true;0;
Tallia;Gilvary;09/12/1992;1992;7210 Ludington Lane;talliagilvary@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Jedediah;Canavan;11/07/1998;1998;21862 Atwood Center;jedediahcanavan@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;true;;OPCA;true;0;
Caitlin;Jeanequin;29/10/1975;1975;4148 Crowley Center;caitlinjeanequin@supinfo.com;Female;Normandie;Caen;B.ENG 2;2016;2020;4;M.ENG 2;false;;false;;Comptant;true;0;
Roanne;Janse;04/04/1980;1980;205 North Circle;roannejanse@supinfo.com;Female;Corse;Distanciel;B.ENG 2;2009;2013;4;M.ENG 2;false;;false;;Comptant;true;0;
Florence;Skamell;24/02/1982;1982;484 Little Fleur Point;florenceskamell@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2013;2015;2;B.ENG 2;false;;false;;Comptant;true;0;
Alfi;Wallbridge;19/02/1995;1995;271 Browning Center;alfiwallbridge@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2012;2013;1;B.ENG 1;false;;false;;Comptant;true;0;
Gunilla;Klain;25/01/1992;1992;2655 Katie Lane;gunillaklain@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2008;2014;6;M.ENG 2;false;;false;;Comptant;true;0;
Roxanne;Delicate;19/04/1978;1978;7 Aberg Circle;roxannedelicate@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 3;1999;2004;5;M.ENG 2;false;;false;;Comptant;true;0;
Krystyna;Derx;24/09/1982;1982;3 Cody Pass;krystynaderx@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2000;2004;4;M.ENG 1;false;;false;;Comptant;true;0;
Anthea;Kalberer;21/12/1997;1997;7 Schlimgen Terrace;antheakalberer@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2013;2019;6;M.ENG 2;false;;false;;Comptant;true;0;
Jolene;Coghlan;27/02/2002;2002;22240 Declaration Place;jolenecoghlan@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Dela;Worthington;08/06/1989;1989;0 Huxley Point;delaworthington@supinfo.com;Male;Pays de la Loire;Distanciel;B.ENG 1;2008;2013;5;M.ENG 2;false;;false;;Echelonnement;true;0;
Catha;Hubbins;30/01/1999;1999;58 Hollow Ridge Hill;cathahubbins@supinfo.com;Male;Normandie;Caen;B.ENG 1;2017;;5;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Leigh;Hindmoor;04/08/1988;1988;89 Ohio Parkway;leighhindmoor@supinfo.com;Female;Corse;Distanciel;B.ENG 1;2004;2010;6;M.ENG 2;false;;false;;Comptant;true;0;
Geoff;Dufore;15/06/1991;1991;03 Orin Road;geoffdufore@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2019;;3;;true;B.ENG 3;false;;Comptant;true;0;
Gayleen;Death;23/06/1987;1987;1 Vidon Street;gayleendeath@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2009;2012;3;B.ENG 3;false;;false;;Comptant;true;0;
Belvia;Titherington;21/08/1990;1990;87772 Little Fleur Drive;belviatitherington@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2010;2015;5;M.ENG 2;false;;false;;Comptant;true;0;
Manfred;Size;07/06/1988;1988;5504 Marcy Lane;manfredsize@supinfo.com;Male;Corse;Distanciel;B.ENG 1;2004;2008;4;M.ENG 1;false;;false;;Comptant;true;0;
Luciano;Barks;16/01/2001;2001;82184 Sunbrook Crossing;lucianobarks@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2017;;5;;true;M.ENG 2;false;Intelligence Artificielle;Comptant;true;0;
Cosme;Escolme;30/06/1995;1995;6670 Basil Place;cosmeescolme@supinfo.com;Female;Pays de la Loire;Distanciel;B.ENG 1;2016;;6;;true;M.ENG 2;true;Systemes Reseaux et securité;OPCA;true;0;
Jacklyn;Delyth;25/10/1975;1975;16546 Twin Pines Crossing;jacklyndelyth@supinfo.com;Male;Grand Est;Distanciel;B.ENG 1;2016;2019;3;B.ENG 3;false;;false;;Echelonnement;true;0;
Carole;Baus;30/09/1981;1981;99 Michigan Trail;carolebaus@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 2;2009;2015;6;M.ENG 2;false;;false;;Comptant;true;0;
Christian;Bruno;08/09/1989;1989;11 Miller Road;christianbruno@supinfo.com;Male;Nouvelle-Aquitaine;Distanciel;B.ENG 1;2006;2012;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Normand;MacGillespie;06/06/1976;1976;39886 Delladonna Plaza;normandmacgillespie@supinfo.com;Male;Bretagne;Distanciel;B.ENG 2;2016;2019;3;M.ENG 1;false;;false;;Comptant;true;0;
Abbye;Belk;09/10/1977;1977;07 Bluejay Center;abbyebelk@supinfo.com;Male;Pays de la Loire;Distanciel;M.ENG 1;2009;2014;5;M.ENG 2;false;;false;;Comptant;true;0;
Arlene;McCardle;31/08/1992;1992;31 Scofield Lane;arlenemccardle@supinfo.com;Female;Centre-Val de Loire;Distanciel;B.ENG 1;2018;2019;1;B.ENG 1;false;;false;;Comptant;true;0;
Sayre;Bellhouse;06/06/1993;1993;65832 Merry Park;sayrebellhouse@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2010;2016;6;M.ENG 2;false;;false;;Echelonnement;true;0;
Ardyth;Verzey;18/09/1981;1981;4417 Park Meadow Plaza;ardythverzey@supinfo.com;Female;Corse;Distanciel;B.ENG 1;1997;1998;1;B.ENG 1;false;;false;;Comptant;true;0;
Ekaterina;Teffrey;14/05/1980;1980;7 Eastlawn Plaza;ekaterinateffrey@supinfo.com;Male;Normandie;Caen;B.ENG 3;2013;2016;3;M.ENG 2;false;;false;;Comptant;true;0;
Harwilll;Bramelt;17/12/1989;1989;2392 Lotheville Crossing;harwilllbramelt@supinfo.com;Female;Bretagne;Distanciel;B.ENG 1;2005;2011;6;M.ENG 2;false;;false;;Comptant;true;0;
Mallory;Ellar;28/07/1988;1988;82 Waywood Pass;malloryellar@supinfo.com;Male;Occitanie;Distanciel;B.ENG 1;2004;2009;5;M.ENG 1;false;;false;;Comptant;true;0;
Vitoria;Bothwell;24/12/2002;2002;302 Brickson Park Parkway;vitoriabothwell@supinfo.com;Male;Normandie;Caen;B.ENG 1;2020;;2;;true;B.ENG 1;false;;Echelonnement;false;6367;false
Lyndell;Clethro;26/11/1997;1997;1 Maple Parkway;lyndellclethro@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2014;2018;4;M.ENG 1;false;;false;;Comptant;true;0;
Zebulon;Tomalin;14/02/1988;1988;6113 Myrtle Hill;zebulontomalin@supinfo.com;Male;Bretagne;Distanciel;B.ENG 1;2012;2018;6;M.ENG 2;false;;false;;Comptant;true;0;
Danita;Cash;24/08/1975;1975;4 Carpenter Crossing;danitacash@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2002;2004;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Nevins;Dechelle;13/02/1987;1987;29 Roxbury Circle;nevinsdechelle@supinfo.com;Female;Hauts-de-France;Distanciel;B.ENG 1;2011;2012;1;B.ENG 1;false;;false;;Comptant;true;0;
Shurlocke;Connick;11/06/1990;1990;93476 Thierer Point;shurlockeconnick@supinfo.com;Male;Normandie;Caen;B.ENG 1;2006;2007;1;B.ENG 1;false;;false;;Echelonnement;true;0;
Austin;Escoffrey;08/04/1982;1982;671 Continental Parkway;austinescoffrey@supinfo.com;Male;Hauts-de-France;Distanciel;B.ENG 1;2000;2004;4;M.ENG 1;false;;false;;Comptant;true;0;
Ines;Chettoe;29/06/1983;1983;52 Ryan Junction;ineschettoe@supinfo.com;Male;Normandie;Caen;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
Tonnie;Clew;17/09/1996;1996;37 School Court;tonnieclew@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2013;2015;2;B.ENG 2;false;;false;;Comptant;true;0;
Jude;Logue;05/05/1998;1998;0 Arizona Parkway;judelogue@supinfo.com;Male;Centre-Val de Loire;Tours;B.ENG 1;2015;2017;2;B.ENG 2;false;;false;;Echelonnement;true;0;
Corena;Brookson;19/05/1990;1990;04 Westridge Center;corenabrookson@supinfo.com;Female;Normandie;Caen;B.ENG 1;2007;2010;3;B.ENG 3;false;;false;;Comptant;true;0;
Ida;Garlick;24/06/1998;1998;4340 Anthes Pass;idagarlick@supinfo.com;Female;Grand Est;Distanciel;B.ENG 1;2014;2019;5;M.ENG 2;false;;false;;Comptant;true;0;
